LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
ST255X49.1,,924.1201449,125589.7681,399.667971,0,0,-577.0676812,0,0,175.6815116,320.8335652,0,0,0,350.7989275,-296.9127246,,0,317.5251014,0,0,236.9913768,928.2327536,0,0,21.6821058,27.59455072,816.0138551,7837.126522,3820.914928,138.5760435,717.8721478,7352.927159,4581.186029,-157.3746812,0,291826.038,730.6534714,0,0,0,0,0,93.2077971,-0.375523333,0,-2.485533913
ST37.5X5.6,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E23,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
ST37.5X4.25,,925.6566667,125799.8333,399.9566667,0,0,-578.6033333,0,0,175.9741333,321.371,0,0,0,351.3726667,-297.5463333,,0,318.0086667,0,0,237.3883333,929.7766667,0,0,21.69596667,27.61483333,817.4193333,7850.63,3827.446667,138.707,719.0992,7365.427333,4588.949333,-157.7763333,0,292355.1367,731.9803467,0,0,0,0,0,93.19466667,-0.377743333,0,-2.49179
S200X34,,927.1931884,126009.8986,400.2453623,0,0,-580.1389855,0,0,176.2667551,321.9084348,0,0,0,351.9464058,-298.179942,,0,318.4922319,0,0,237.7852899,931.3205797,0,0,21.70982754,27.63511594,818.8248116,7864.133478,3833.978406,138.8379565,720.3262522,7377.927507,4596.712638,-158.1779855,0,292884.2354,733.3072219,0,0,0,0,0,93.18153623,-0.379963333,0,-2.498046087
S200X27.4,,928.7297101,126219.9638,400.534058,0,0,-581.6746377,0,0,176.5593768,322.4458696,0,0,0,352.5201449,-298.8135507,,0,318.9757971,0,0,238.1822464,932.8644928,0,0,21.72368841,27.65539855,820.2302899,7877.636957,3840.510145,138.968913,721.5533043,7390.427681,4604.475942,-158.5796377,0,293413.3341,734.6340971,0,0,0,0,0,93.1684058,-0.382183333,0,-2.504302174
S150X25.7,,930.2662319,126430.029,400.8227536,0,0,-583.2102899,0,0,176.8519986,322.9833043,0,0,0,353.0938841,-299.4471594,,0,319.4593623,0,0,238.5792029,934.4084058,0,0,21.73754928,27.67568116,821.6357681,7891.140435,3847.041884,139.0998696,722.7803565,7402.927855,4612.239246,-158.9812899,0,293942.4328,735.9609723,0,0,0,0,0,93.15527536,-0.384403333,0,-2.510558261
S150X18.6,,931.8027536,126640.0942,401.1114493,0,0,-584.745942,0,0,177.1446203,323.5207391,0,0,0,353.6676232,-300.0807681,,0,319.9429275,0,0,238.9761594,935.9523188,0,0,21.75141014,27.69596377,823.0412464,7904.643913,3853.573623,139.2308261,724.0074087,7415.428029,4620.002551,-159.382942,0,294471.5314,737.2878475,0,0,0,0,0,93.14214493,-0.386623333,0,-2.516814348
S130X15,,933.3392754,126850.1594,401.4001449,0,0,-586.2815942,0,0,177.437242,324.0581739,0,0,0,354.2413623,-300.7143768,,0,320.4264928,0,0,239.3731159,937.4962319,0,0,21.76527101,27.71624638,824.4467246,7918.147391,3860.105362,139.3617826,725.2344609,7427.928203,4627.765855,-159.7845942,0,295000.6301,738.6147228,0,0,0,0,0,93.12901449,-0.388843333,0,-2.523070435
S100X14.1,,934.8757971,127060.2246,401.6888406,0,0,-587.8172464,0,0,177.7298638,324.5956087,0,0,0,354.8151014,-301.3479855,,0,320.910058,0,0,239.7700725,939.0401449,0,0,21.77913188,27.73652899,825.8522029,7931.65087,3866.637101,139.4927391,726.461513,7440.428377,4635.529159,-160.1862464,0,295529.7288,739.941598,0,0,0,0,0,93.11588406,-0.391063333,0,-2.529326522
S100X11.5,,936.4123188,127270.2899,401.9775362,0,0,-589.3528986,0,0,178.0224855,325.1330435,0,0,0,355.3888406,-301.9815942,,0,321.3936232,0,0,240.167029,940.584058,0,0,21.79299275,27.75681159,827.2576812,7945.154348,3873.168841,139.6236957,727.6885652,7452.928551,4643.292464,-160.5878986,0,296058.8275,741.2684732,0,0,0,0,0,93.10275362,-0.393283333,0,-2.535582609
S75X11.2,,937.9488406,127480.3551,402.2662319,0,0,-590.8885507,0,0,178.3151072,325.6704783,0,0,0,355.9625797,-302.6152029,,0,321.8771884,0,0,240.5639855,942.127971,0,0,21.80685362,27.7770942,828.6631594,7958.657826,3879.70058,139.7546522,728.9156174,7465.428725,4651.055768,-160.9895507,0,296587.9262,742.5953484,0,0,0,0,0,93.08962319,-0.395503333,0,-2.541838696
S75X8.5,,939.4853623,127690.4203,402.5549275,0,0,-592.4242029,0,0,178.607729,326.207913,0,0,0,356.5363188,-303.2488116,,0,322.3607536,0,0,240.960942,943.6718841,0,0,21.82071449,27.79737681,830.0686377,7972.161304,3886.232319,139.8856087,730.1426696,7477.928899,4658.819072,-161.3912029,0,297117.0249,743.9222236,0,0,0,0,0,93.07649275,-0.397723333,0,-2.548094783
S610X134,,941.0218841,127900.4855,402.8436232,0,0,-593.9598551,0,0,178.9003507,326.7453478,0,0,0,357.110058,-303.8824203,,0,322.8443188,0,0,241.3578986,945.2157971,0,0,21.83457536,27.81765942,831.4741159,7985.664783,3892.764058,140.0165652,731.3697217,7490.429072,4666.582377,-161.7928551,0,297646.1236,745.2490988,0,0,0,0,0,93.06336232,-0.399943333,0,-2.55435087
S610X119,,942.5584058,128110.5507,403.1323188,0,0,-595.4955072,0,0,179.1929725,327.2827826,0,0,0,357.6837971,-304.516029,,0,323.3278841,0,0,241.7548551,946.7597101,0,0,21.84843623,27.83794203,832.8795942,7999.168261,3899.295797,140.1475217,732.5967739,7502.929246,4674.345681,-162.1945072,0,298175.2223,746.5759741,0,0,0,0,0,93.05023188,-0.402163333,0,-2.560606957
S610 X180,,944.0949275,128320.6159,403.4210145,0,0,-597.0311594,0,0,179.4855942,327.8202174,0,0,0,358.2575362,-305.1496377,,0,323.8114493,0,0,242.1518116,948.3036232,0,0,21.8622971,27.85822464,834.2850725,8012.671739,3905.827536,140.2784783,733.8238261,7515.42942,4682.108986,-162.5961594,0,298704.321,747.9028493,0,0,0,0,0,93.03710145,-0.404383333,0,-2.566863043
S610X158,,945.6314493,128530.6812,403.7097101,0,0,-598.5668116,0,0,179.7782159,328.3576522,0,0,0,358.8312754,-305.7832464,,0,324.2950145,0,0,242.5487681,949.8475362,0,0,21.87615797,27.87850725,835.6905507,8026.175217,3912.359275,140.4094348,735.0508783,7527.929594,4689.87229,-162.9978116,0,299233.4197,749.2297245,0,0,0,0,0,93.02397101,-0.406603333,0,-2.57311913
S610X149,,947.167971,128740.7464,403.9984058,0,0,-600.1024638,0,0,180.0708377,328.895087,0,0,0,359.4050145,-306.4168551,,0,324.7785797,0,0,242.9457246,951.3914493,0,0,21.89001884,27.89878986,837.096029,8039.678696,3918.891014,140.5403913,736.2779304,7540.429768,4697.635594,-163.3994638,0,299762.5184,750.5565997,0,0,0,0,0,93.01084058,-0.408823333,0,-2.579375217
S510X143,,948.7044928,128950.8116,404.2871014,0,0,-601.6381159,0,0,180.3634594,329.4325217,0,0,0,359.9787536,-307.0504638,,0,325.2621449,0,0,243.3426812,952.9353623,0,0,21.90387971,27.91907246,838.5015072,8053.182174,3925.422754,140.6713478,737.5049826,7552.929942,4705.398899,-163.8011159,0,300291.6171,751.8834749,0,0,0,0,0,92.99771014,-0.411043333,0,-2.585631304
S510X128,,950.2410145,129160.8768,404.5757971,0,0,-603.1737681,0,0,180.6560812,329.9699565,0,0,0,360.5524928,-307.6840725,,0,325.7457101,0,0,243.7396377,954.4792754,0,0,21.91774058,27.93935507,839.9069855,8066.685652,3931.954493,140.8023043,738.7320348,7565.430116,4713.162203,-164.2027681,0,300820.7158,753.2103501,0,0,0,0,0,92.98457971,-0.413263333,0,-2.591887391
S510X112,,951.7775362,129370.942,404.8644928,0,0,-604.7094203,0,0,180.9487029,330.5073913,0,0,0,361.1262319,-308.3176812,,0,326.2292754,0,0,244.1365942,956.0231884,0,0,21.93160145,27.95963768,841.3124638,8080.18913,3938.486232,140.9332609,739.959087,7577.93029,4720.925507,-164.6044203,0,301349.8145,754.5372254,0,0,0,0,0,92.97144928,-0.415483333,0,-2.598143478
S510X98.2,,953.314058,129581.0072,405.1531884,0,0,-606.2450725,0,0,181.2413246,331.0448261,0,0,0,361.699971,-308.9512899,,0,326.7128406,0,0,244.5335507,957.5671014,0,0,21.94546232,27.97992029,842.717942,8093.692609,3945.017971,141.0642174,741.1861391,7590.430464,4728.688812,-165.0060725,0,301878.9132,755.8641006,0,0,0,0,0,92.95831884,-0.417703333,0,-2.604399565
S460X104,,954.8505797,129791.0725,405.4418841,0,0,-607.7807246,0,0,181.5339464,331.5822609,0,0,0,362.2737101,-309.5848986,,0,327.1964058,0,0,244.9305072,959.1110145,0,0,21.95932319,28.0002029,844.1234203,8107.196087,3951.54971,141.1951739,742.4131913,7602.930638,4736.452116,-165.4077246,0,302408.0119,757.1909758,0,0,0,0,0,92.94518841,-0.419923333,0,-2.610655652
S460X81.4,,956.3871014,130001.1377,405.7305797,0,0,-609.3163768,0,0,181.8265681,332.1196957,0,0,0,362.8474493,-310.2185072,,0,327.679971,0,0,245.3274638,960.6549275,0,0,21.97318406,28.02048551,845.5288986,8120.699565,3958.081449,141.3261304,743.6402435,7615.430812,4744.21542,-165.8093768,0,302937.1106,758.517851,0,0,0,0,0,92.93205797,-0.422143333,0,-2.616911739
S380X74,,957.9236232,130211.2029,406.0192754,0,0,-610.852029,0,0,182.1191899,332.6571304,0,0,0,363.4211884,-310.8521159,,0,328.1635362,0,0,245.7244203,962.1988406,0,0,21.98704493,28.04076812,846.9343768,8134.203043,3964.613188,141.457087,744.8672957,7627.930986,4751.978725,-166.211029,0,303466.2093,759.8447262,0,0,0,0,0,92.91892754,-0.424363333,0,-2.623167826
S380X64,,959.4601449,130421.2681,406.307971,0,0,-612.3876812,0,0,182.4118116,333.1945652,0,0,0,363.9949275,-311.4857246,,0,328.6471014,0,0,246.1213768,963.7427536,0,0,22.0009058,28.06105072,848.3398551,8147.706522,3971.144928,141.5880435,746.0943478,7640.431159,4759.742029,-166.6126812,0,303995.308,761.1716014,0,0,0,0,0,92.9057971,-0.426583333,0,-2.629423913
S310X74,,960.9966667,130631.3333,406.5966667,0,0,-613.9233333,0,0,182.7044333,333.732,0,0,0,364.5686667,-312.1193333,,0,329.1306667,0,0,246.5183333,965.2866667,0,0,22.01476667,28.08133333,849.7453333,8161.21,3977.676667,141.719,747.3214,7652.931333,4767.505333,-167.0143333,0,304524.4067,762.4984767,0,0,0,0,0,92.89266667,-0.428803333,0,-2.63568
S310X60.7,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E24,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
S310X52,,962.5331884,130841.3986,406.8853623,0,0,-615.4589855,0,0,182.9970551,334.2694348,0,0,0,365.1424058,-312.752942,,0,329.6142319,0,0,246.9152899,966.8305797,0,0,22.02862754,28.10161594,851.1508116,8174.713478,3984.208406,141.8499565,748.5484522,7665.431507,4775.268638,-167.4159855,0,305053.5054,763.8253519,0,0,0,0,0,92.87953623,-0.431023333,0,-2.641936087
S310X47.3,,964.0697101,131051.4638,407.174058,0,0,-616.9946377,0,0,183.2896768,334.8068696,0,0,0,365.7161449,-313.3865507,,0,330.0977971,0,0,247.3122464,968.3744928,0,0,22.04248841,28.12189855,852.5562899,8188.216957,3990.740145,141.980913,749.7755043,7677.931681,4783.031942,-167.8176377,0,305582.6041,765.1522271,0,0,0,0,0,92.8664058,-0.433243333,0,-2.648192174
S250X52,,965.6062319,131261.529,407.4627536,0,0,-618.5302899,0,0,183.5822986,335.3443043,0,0,0,366.2898841,-314.0201594,,0,330.5813623,0,0,247.7092029,969.9184058,0,0,22.05634928,28.14218116,853.9617681,8201.720435,3997.271884,142.1118696,751.0025565,7690.431855,4790.795246,-168.2192899,0,306111.7028,766.4791023,0,0,0,0,0,92.85327536,-0.435463333,0,-2.654448261
S250X37.8,,967.1427536,131471.5942,407.7514493,0,0,-620.065942,0,0,183.8749203,335.8817391,0,0,0,366.8636232,-314.6537681,,0,331.0649275,0,0,248.1061594,971.4623188,0,0,22.07021014,28.16246377,855.3672464,8215.223913,4003.803623,142.2428261,752.2296087,7702.932029,4798.558551,-168.620942,0,306640.8014,767.8059775,0,0,0,0,0,92.84014493,-0.437683333,0,-2.660704348
Pipe203XXS,,968.6792754,131681.6594,408.0401449,0,0,-621.6015942,0,0,184.167542,336.4191739,0,0,0,367.4373623,-315.2873768,,0,331.5484928,0,0,248.5031159,973.0062319,0,0,22.08407101,28.18274638,856.7727246,8228.727391,4010.335362,142.3737826,753.4566609,7715.432203,4806.321855,-169.0225942,0,307169.9001,769.1328528,0,0,0,0,0,92.82701449,-0.439903333,0,-2.666960435
Pipe203XS,,970.2157971,131891.7246,408.3288406,0,0,-623.1372464,0,0,184.4601638,336.9566087,0,0,0,368.0111014,-315.9209855,,0,332.032058,0,0,248.9000725,974.5501449,0,0,22.09793188,28.20302899,858.1782029,8242.23087,4016.867101,142.5047391,754.683713,7727.932377,4814.085159,-169.4242464,0,307698.9988,770.459728,0,0,0,0,0,92.81388406,-0.442123333,0,-2.673216522
Pipe203STD,,971.7523188,132101.7899,408.6175362,0,0,-624.6728986,0,0,184.7527855,337.4940435,0,0,0,368.5848406,-316.5545942,,0,332.5156232,0,0,249.297029,976.094058,0,0,22.11179275,28.22331159,859.5836812,8255.734348,4023.398841,142.6356957,755.9107652,7740.432551,4821.848464,-169.8258986,0,308228.0975,771.7866032,0,0,0,0,0,92.80075362,-0.444343333,0,-2.679472609
Pipe152XXS,,973.2888406,132311.8551,408.9062319,0,0,-626.2085507,0,0,185.0454072,338.0314783,0,0,0,369.1585797,-317.1882029,,0,332.9991884,0,0,249.6939855,977.637971,0,0,22.12565362,28.2435942,860.9891594,8269.237826,4029.93058,142.7666522,757.1378174,7752.932725,4829.611768,-170.2275507,0,308757.1962,773.1134784,0,0,0,0,0,92.78762319,-0.446563333,0,-2.685728696
Pipe152XS,,974.8253623,132521.9203,409.1949275,0,0,-627.7442029,0,0,185.338029,338.568913,0,0,0,369.7323188,-317.8218116,,0,333.4827536,0,0,250.090942,979.1818841,0,0,22.13951449,28.26387681,862.3946377,8282.741304,4036.462319,142.8976087,758.3648696,7765.432899,4837.375072,-170.6292029,0,309286.2949,774.4403536,0,0,0,0,0,92.77449275,-0.448783333,0,-2.691984783
Pipe152STD,,976.3618841,132731.9855,409.4836232,0,0,-629.2798551,0,0,185.6306507,339.1063478,0,0,0,370.306058,-318.4554203,,0,333.9663188,0,0,250.4878986,980.7257971,0,0,22.15337536,28.28415942,863.8001159,8296.244783,4042.994058,143.0285652,759.5919217,7777.933072,4845.138377,-171.0308551,0,309815.3936,775.7672288,0,0,0,0,0,92.76136232,-0.451003333,0,-2.69824087
Pipe127XXS,,977.8984058,132942.0507,409.7723188,0,0,-630.8155072,0,0,185.9232725,339.6437826,0,0,0,370.8797971,-319.089029,,0,334.4498841,0,0,250.8848551,982.2697101,0,0,22.16723623,28.30444203,865.2055942,8309.748261,4049.525797,143.1595217,760.8189739,7790.433246,4852.901681,-171.4325072,0,310344.4923,777.0941041,0,0,0,0,0,92.74823188,-0.453223333,0,-2.704496957
Pipe127XS,,979.4349275,133152.1159,410.0610145,0,0,-632.3511594,0,0,186.2158942,340.1812174,0,0,0,371.4535362,-319.7226377,,0,334.9334493,0,0,251.2818116,983.8136232,0,0,22.1810971,28.32472464,866.6110725,8323.251739,4056.057536,143.2904783,762.0460261,7802.93342,4860.664986,-171.8341594,0,310873.591,778.4209793,0,0,0,0,0,92.73510145,-0.455443333,0,-2.710753043
Pipe127STD,,980.9714493,133362.1812,410.3497101,0,0,-633.8868116,0,0,186.5085159,340.7186522,0,0,0,372.0272754,-320.3562464,,0,335.4170145,0,0,251.6787681,985.3575362,0,0,22.19495797,28.34500725,868.0165507,8336.755217,4062.589275,143.4214348,763.2730783,7815.433594,4868.42829,-172.2358116,0,311402.6897,779.7478545,0,0,0,0,0,92.72197101,-0.457663333,0,-2.71700913
Pipe102XXS,,982.507971,133572.2464,410.6384058,0,0,-635.4224638,0,0,186.8011377,341.256087,0,0,0,372.6010145,-320.9898551,,0,335.9005797,0,0,252.0757246,986.9014493,0,0,22.20881884,28.36528986,869.422029,8350.258696,4069.121014,143.5523913,764.5001304,7827.933768,4876.191594,-172.6374638,0,311931.7884,781.0747297,0,0,0,0,0,92.70884058,-0.459883333,0,-2.723265217
Pipe102XS,,984.0444928,133782.3116,410.9271014,0,0,-636.9581159,0,0,187.0937594,341.7935217,0,0,0,373.1747536,-321.6234638,,0,336.3841449,0,0,252.4726812,988.4453623,0,0,22.22267971,28.38557246,870.8275072,8363.762174,4075.652754,143.6833478,765.7271826,7840.433942,4883.954899,-173.0391159,0,312460.8871,782.4016049,0,0,0,0,0,92.69571014,-0.462103333,0,-2.729521304
Pipe102STD,,985.5810145,133992.3768,411.2157971,0,0,-638.4937681,0,0,187.3863812,342.3309565,0,0,0,373.7484928,-322.2570725,,0,336.8677101,0,0,252.8696377,989.9892754,0,0,22.23654058,28.40585507,872.2329855,8377.265652,4082.184493,143.8143043,766.9542348,7852.934116,4891.718203,-173.4407681,0,312989.9858,783.7284801,0,0,0,0,0,92.68257971,-0.464323333,0,-2.735777391
Pipe75XXS,,987.1175362,134202.442,411.5044928,0,0,-640.0294203,0,0,187.6790029,342.8683913,0,0,0,374.3222319,-322.8906812,,0,337.3512754,0,0,253.2665942,991.5331884,0,0,22.25040145,28.42613768,873.6384638,8390.76913,4088.716232,143.9452609,768.181287,7865.43429,4899.481507,-173.8424203,0,313519.0845,785.0553554,0,0,0,0,0,92.66944928,-0.466543333,0,-2.742033478
Pipe75XS,,988.654058,134412.5072,411.7931884,0,0,-641.5650725,0,0,187.9716246,343.4058261,0,0,0,374.895971,-323.5242899,,0,337.8348406,0,0,253.6635507,993.0771014,0,0,22.26426232,28.44642029,875.043942,8404.272609,4095.247971,144.0762174,769.4083391,7877.934464,4907.244812,-174.2440725,0,314048.1832,786.3822306,0,0,0,0,0,92.65631884,-0.468763333,0,-2.748289565
Pipe75STD,,990.1905797,134622.5725,412.0818841,0,0,-643.1007246,0,0,188.2642464,343.9432609,0,0,0,375.4697101,-324.1578986,,0,338.3184058,0,0,254.0605072,994.6210145,0,0,22.27812319,28.4667029,876.4494203,8417.776087,4101.77971,144.2071739,770.6353913,7890.434638,4915.008116,-174.6457246,0,314577.2819,787.7091058,0,0,0,0,0,92.64318841,-0.470983333,0,-2.754545652
Pipe89XS,,991.7271014,134832.6377,412.3705797,0,0,-644.6363768,0,0,188.5568681,344.4806957,0,0,0,376.0434493,-324.7915072,,0,338.801971,0,0,254.4574638,996.1649275,0,0,22.29198406,28.48698551,877.8548986,8431.279565,4108.311449,144.3381304,771.8624435,7902.934812,4922.77142,-175.0473768,0,315106.3806,789.035981,0,0,0,0,0,92.63005797,-0.473203333,0,-2.760801739
Pipe89STD,,993.2636232,135042.7029,412.6592754,0,0,-646.172029,0,0,188.8494899,345.0181304,0,0,0,376.6171884,-325.4251159,,0,339.2855362,0,0,254.8544203,997.7088406,0,0,22.30584493,28.50726812,879.2603768,8444.783043,4114.843188,144.469087,773.0894957,7915.434986,4930.534725,-175.449029,0,315635.4793,790.3628562,0,0,0,0,0,92.61692754,-0.475423333,0,-2.767057826
Pipe19XS,,994.8001449,135252.7681,412.947971,0,0,-647.7076812,0,0,189.1421116,345.5555652,0,0,0,377.1909275,-326.0587246,,0,339.7691014,0,0,255.2513768,999.2527536,0,0,22.3197058,28.52755072,880.6658551,8458.286522,4121.374928,144.6000435,774.3165478,7927.935159,4938.298029,-175.8506812,0,316164.578,791.6897314,0,0,0,0,0,92.6037971,-0.477643333,0,-2.773313913
Pipe19STD,,996.3366667,135462.8333,413.2366667,0,0,-649.2433333,0,0,189.4347333,346.093,0,0,0,377.7646667,-326.6923333,,0,340.2526667,0,0,255.6483333,1000.796667,0,0,22.33356667,28.54783333,882.0713333,8471.79,4127.906667,144.731,775.5436,7940.435333,4946.061333,-176.2523333,0,316693.6767,793.0166067,0,0,0,0,0,92.59066667,-0.479863333,0,-2.77957
Pipe51XXS,,997.8731884,135672.8986,413.5253623,0,0,-650.7789855,0,0,189.7273551,346.6304348,0,0,0,378.3384058,-327.325942,,0,340.7362319,0,0,256.0452899,1002.34058,0,0,22.34742754,28.56811594,883.4768116,8485.293478,4134.438406,144.8619565,776.7706522,7952.935507,4953.824638,-176.6539855,0,317222.7754,794.3434819,0,0,0,0,0,92.57753623,-0.482083333,0,-2.785826087
Pipe51XS,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E25,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
Pipe51STD,,999.4097101,135882.9638,413.814058,0,0,-652.3146377,0,0,190.0199768,347.1678696,0,0,0,378.9121449,-327.9595507,,0,341.2197971,0,0,256.4422464,1003.884493,0,0,22.36128841,28.58839855,884.8822899,8498.796957,4140.970145,144.992913,777.9977043,7965.435681,4961.587942,-177.0556377,0,317751.8741,795.6703571,0,0,0,0,0,92.5644058,-0.484303333,0,-2.792082174
Pipe64XXS,,1000.946232,136093.029,414.1027536,0,0,-653.8502899,0,0,190.3125986,347.7053043,0,0,0,379.4858841,-328.5931594,,0,341.7033623,0,0,256.8392029,1005.428406,0,0,22.37514928,28.60868116,886.2877681,8512.300435,4147.501884,145.1238696,779.2247565,7977.935855,4969.351246,-177.4572899,0,318280.9728,796.9972323,0,0,0,0,0,92.55127536,-0.486523333,0,-2.798338261
Pipe64XS,,1002.482754,136303.0942,414.3914493,0,0,-655.385942,0,0,190.6052203,348.2427391,0,0,0,380.0596232,-329.2267681,,0,342.1869275,0,0,257.2361594,1006.972319,0,0,22.38901014,28.62896377,887.6932464,8525.803913,4154.033623,145.2548261,780.4518087,7990.436029,4977.114551,-177.858942,0,318810.0714,798.3241075,0,0,0,0,0,92.53814493,-0.488743333,0,-2.804594348
Pipe64STD,,1004.019275,136513.1594,414.6801449,0,0,-656.9215942,0,0,190.897842,348.7801739,0,0,0,380.6333623,-329.8603768,,0,342.6704928,0,0,257.6331159,1008.516232,0,0,22.40287101,28.64924638,889.0987246,8539.307391,4160.565362,145.3857826,781.6788609,8002.936203,4984.877855,-178.2605942,0,319339.1701,799.6509828,0,0,0,0,0,92.52501449,-0.490963333,0,-2.810850435
Pipe25XS,,1005.555797,136723.2246,414.9688406,0,0,-658.4572464,0,0,191.1904638,349.3176087,0,0,0,381.2071014,-330.4939855,,0,343.154058,0,0,258.0300725,1010.060145,0,0,22.41673188,28.66952899,890.5042029,8552.81087,4167.097101,145.5167391,782.905913,8015.436377,4992.641159,-178.6622464,0,319868.2688,800.977858,0,0,0,0,0,92.51188406,-0.493183333,0,-2.817106522
Pipe25STD,,1007.092319,136933.2899,415.2575362,0,0,-659.9928986,0,0,191.4830855,349.8550435,0,0,0,381.7808406,-331.1275942,,0,343.6376232,0,0,258.427029,1011.604058,0,0,22.43059275,28.68981159,891.9096812,8566.314348,4173.628841,145.6476957,784.1329652,8027.936551,5000.404464,-179.0638986,0,320397.3675,802.3047332,0,0,0,0,0,92.49875362,-0.495403333,0,-2.823362609
Pipe310XS,,1008.628841,137143.3551,415.5462319,0,0,-661.5285507,0,0,191.7757072,350.3924783,0,0,0,382.3545797,-331.7612029,,0,344.1211884,0,0,258.8239855,1013.147971,0,0,22.44445362,28.7100942,893.3151594,8579.817826,4180.16058,145.7786522,785.3600174,8040.436725,5008.167768,-179.4655507,0,320926.4662,803.6316084,0,0,0,0,0,92.48562319,-0.497623333,0,-2.829618696
Pipe310STD,,1010.165362,137353.4203,415.8349275,0,0,-663.0642029,0,0,192.068329,350.929913,0,0,0,382.9283188,-332.3948116,,0,344.6047536,0,0,259.220942,1014.691884,0,0,22.45831449,28.73037681,894.7206377,8593.321304,4186.692319,145.9096087,786.5870696,8052.936899,5015.931072,-179.8672029,0,321455.5649,804.9584836,0,0,0,0,0,92.47249275,-0.499843333,0,-2.835874783
